400.0	513.0	378.0	533.0	456.5	455.5
74.0	508.0	80.0	507.0	291.0	293.5
787.0	748.0	790.0	743.0	767.5	766.5
958.0	930.0	933.0	955.0	944.0	944.0
301.0	380.0	298.0	381.0	340.5	339.5
651.0	391.0	698.0	344.0	521.0	521.0
348.0	453.0	444.0	355.0	400.5	399.5
511.0	149.0	518.0	143.0	330.0	330.5
999.0	194.0	924.0	225.0	596.5	574.5
9.0	222.0	219.0	18.0	115.5	118.5
621.0	980.0	941.0	647.0	800.5	794.0
638.0	215.0	643.0	209.0	426.5	426.0
763.0	607.0	775.0	595.0	685.0	685.0
292.0	157.0	276.0	171.0	224.5	223.5
30.0	412.0	429.0	28.0	221.0	228.5
710.0	238.0	727.0	221.0	474.0	474.0
749.0	543.0	516.0	775.0	646.0	645.5
706.0	36.0	651.0	109.0	371.0	380.0
598.0	270.0	296.0	572.0	434.0	434.0
383.0	387.0	386.0	384.0	385.0	385.0
94.0	122.0	123.0	93.0	108.0	108.0
726.0	775.0	775.0	724.0	750.5	749.5
695.0	888.0	645.0	932.0	791.5	788.5
647.0	24.0	39.0	657.0	335.5	348.0
615.0	115.0	24.0	786.0	365.0	405.0
22.0	768.0	97.0	720.0	395.0	408.5
11.0	149.0	141.0	22.0	80.0	81.5
573.0	935.0	578.0	926.0	754.0	752.0
267.0	156.0	263.0	158.0	211.5	210.5
327.0	127.0	375.0	82.0	227.0	228.5
577.0	709.0	593.0	693.0	643.0	643.0
122.0	954.0	135.0	925.0	538.0	530.0
380.0	869.0	826.0	419.0	624.5	622.5
288.0	989.0	824.0	430.0	638.5	627.0
446.0	58.0	401.0	107.0	252.0	254.0
890.0	196.0	148.0	923.0	543.0	535.5
705.0	430.0	464.0	669.0	567.5	566.5
279.0	760.0	345.0	692.0	519.5	518.5
268.0	571.0	253.0	585.0	419.5	419.0
381.0	947.0	929.0	386.0	664.0	657.5
417.0	523.0	520.0	420.0	470.0	470.0
100.0	108.0	107.0	101.0	104.0	104.0
19.0	418.0	45.0	404.0	218.5	224.5
64.0	112.0	62.0	114.0	88.0	88.0
472.0	673.0	476.0	667.0	572.5	571.5
597.0	646.0	592.0	649.0	621.5	620.5
862.0	437.0	451.0	844.0	649.5	647.5
156.0	283.0	290.0	147.0	219.5	218.5
709.0	934.0	975.0	646.0	821.5	810.5
821.0	877.0	820.0	878.0	849.0	849.0
239.0	671.0	704.0	207.0	455.0	455.5
864.0	134.0	123.0	874.0	499.0	498.5
356.0	178.0	166.0	368.0	267.0	267.0
651.0	796.0	635.0	809.0	723.5	722.0
926.0	12.0	82.0	881.0	469.0	481.5
728.0	419.0	407.0	738.0	573.5	572.5
978.0	597.0	991.0	516.0	787.5	753.5
913.0	707.0	968.0	636.0	810.0	802.0
896.0	865.0	866.0	893.0	880.5	879.5
511.0	252.0	284.0	477.0	381.5	380.5
886.0	538.0	903.0	517.0	712.0	710.0
443.0	472.0	440.0	473.0	457.5	456.5
756.0	932.0	935.0	752.0	844.0	843.5
674.0	820.0	672.0	822.0	747.0	747.0
190.0	529.0	517.0	201.0	359.5	359.0
506.0	455.0	455.0	504.0	480.5	479.5
982.0	926.0	922.0	986.0	954.0	954.0
222.0	44.0	40.0	228.0	133.0	134.0
321.0	723.0	290.0	753.0	522.0	521.5
379.0	82.0	93.0	367.0	230.5	230.0
462.0	546.0	486.0	522.0	504.0	504.0
534.0	888.0	960.0	432.0	711.0	696.0
951.0	488.0	977.0	409.0	719.5	693.0
107.0	388.0	92.0	403.0	247.5	247.5
961.0	296.0	962.0	258.0	628.5	610.0
94.0	541.0	99.0	537.0	317.5	318.0
271.0	556.0	577.0	248.0	413.5	412.5
214.0	335.0	311.0	236.0	274.5	273.5
419.0	787.0	408.0	797.0	603.0	602.5
367.0	4.0	21.0	369.0	185.5	195.0
262.0	331.0	267.0	324.0	296.5	295.5
616.0	795.0	822.0	587.0	705.5	704.5
321.0	818.0	771.0	365.0	569.5	568.0
956.0	37.0	17.0	979.0	496.5	498.0
764.0	172.0	162.0	776.0	468.0	469.0
656.0	761.0	778.0	637.0	708.5	707.5
894.0	517.0	461.0	935.0	705.5	698.0
463.0	749.0	445.0	767.0	606.0	606.0
604.0	832.0	549.0	885.0	718.0	717.0
607.0	570.0	571.0	604.0	588.5	587.5
98.0	871.0	186.0	784.0	484.5	485.0
572.0	895.0	570.0	893.0	733.5	731.5
123.0	826.0	705.0	244.0	474.5	474.5
193.0	836.0	737.0	290.0	514.5	513.5
557.0	891.0	536.0	908.0	724.0	722.0
321.0	623.0	613.0	331.0	472.0	472.0
340.0	923.0	929.0	317.0	631.5	623.0
410.0	997.0	334.0	989.0	703.5	661.5
50.0	679.0	57.0	688.0	364.5	372.5
476.0	659.0	639.0	494.0	567.5	566.5
