CHP_Cap HP_Cap PV_Cap Boiler_Cap AnnualPV AnnualCHPelec AnnualCHPheat AnnualHPheat AnnualHPelec AnnualBiolerHeat AnnualImport AnnualExport OilConsumption BiomassConsumption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity 
1989 2623 8382 2351.0 10.26 11.32 39.62 16.07 5.18 0.09 3.50 14.44 35.99 56.71 3217.0 2761.0 3062.0 -522.0 8605.0 784.0 2787.0 1526.1925007111076 3.167 13634.192500711108 0.6569022336140607 
1989 2614 6102 2379.0 7.47 11.32 39.62 16.07 5.18 0.09 3.63 11.78 35.99 56.71 3217.0 2761.0 3062.0 -368.0 8759.0 727.0 2787.0 944.1925007111076 4.768 13149.192500711108 0.5642621750274625 
1989 2451 11004 2885.0 13.47 11.32 39.62 16.06 5.18 0.10 3.39 17.54 35.99 56.72 3217.0 2761.0 3063.0 -669.0 8459.0 849.0 2787.0 2166.1925007111076 1.323 14195.192500711108 0.7663859392164043 
1986 2328 7370 3276.0 9.02 11.31 39.57 16.07 5.19 0.13 3.56 13.25 35.99 56.70 3217.0 2761.0 3062.0 -454.0 8672.0 757.0 2787.0 1220.1925007111076 3.885 13372.192500711108 0.6155254485536433 
1989 4810 6014 1761.0 7.36 11.32 39.62 16.07 5.19 0.08 3.64 11.68 35.99 56.71 3217.0 2761.0 3062.0 -362.0 8765.0 737.0 2787.0 1351.1925007111076 4.830 13569.192500711108 0.560966678872208 
1666 1244 6231 7757.0 7.63 9.79 34.25 15.24 4.92 6.28 3.66 10.70 35.99 56.78 3217.0 2761.0 3066.0 -298.0 8830.0 717.0 2764.0 746.1925007111076 5.405 13013.192500711108 0.5258147198828268 
1985 2310 8525 3336.0 10.43 11.30 39.56 16.08 5.19 0.14 3.50 14.60 35.99 56.68 3217.0 2761.0 3061.0 -530.0 8596.0 786.0 2786.0 1511.1925007111076 3.078 13615.192500711108 0.6627608934456244 
1988 2275 7990 3434.0 9.78 11.32 39.60 16.02 5.17 0.15 3.51 13.98 35.99 56.77 3217.0 2761.0 3065.0 -497.0 8633.0 773.0 2786.0 1369.1925007111076 3.435 13498.192500711108 0.6404247528377884 
1990 2599 8956 2422.0 10.96 11.32 39.64 16.06 5.18 0.09 3.47 15.12 35.99 56.73 3217.0 2761.0 3063.0 -558.0 8570.0 799.0 2786.0 1669.1925007111076 2.758 13756.192500711108 0.6807030391797877 
1989 5241 14752 1761.0 18.05 11.32 39.62 16.07 5.19 0.08 3.29 22.02 35.99 56.71 3217.0 2761.0 3062.0 -820.0 8307.0 958.0 2787.0 3662.1925007111076 -1.307 15643.192500711108 0.9267667521054559 
1987 2395 11492 3065.0 14.06 11.31 39.59 16.08 5.19 0.11 3.38 18.12 35.99 56.69 3217.0 2761.0 3061.0 -691.0 8435.0 861.0 2786.0 2281.1925007111076 0.989 14298.192500711108 0.7872574148663494 
1988 5438 13036 1764.0 15.95 11.32 39.60 16.09 5.19 0.08 3.34 19.96 35.99 56.68 3217.0 2761.0 3061.0 -756.0 8369.0 916.0 2787.0 3264.1925007111076 -0.096 15265.192500711108 0.8531673379714391 
1202 1420 5328 8835.0 6.52 7.35 25.72 20.35 6.57 9.71 5.96 7.81 35.99 48.88 3217.0 2761.0 2639.0 18.0 8713.0 686.0 2905.0 538.1925007111076 8.383 12803.192500711108 0.5042109117539363 
1988 2609 7003 2398.0 8.57 11.32 39.60 16.09 5.19 0.09 3.58 12.83 35.99 56.69 3217.0 2761.0 3061.0 -430.0 8696.0 750.0 2787.0 1172.1925007111076 4.140 13337.192500711108 0.6008787989747346 
1976 2416 9285 3039.0 11.36 11.26 39.42 16.24 5.24 0.11 3.52 15.45 35.99 56.46 3217.0 2761.0 3049.0 -570.0 8543.0 806.0 2791.0 1722.1925007111076 2.597 13797.192500711108 0.694617356279751 
1990 5122 12212 1757.0 14.95 11.32 39.64 16.06 5.18 0.08 3.35 18.99 35.99 56.73 3217.0 2761.0 3063.0 -724.0 8404.0 894.0 2786.0 2991.1925007111076 0.472 15004.192500711108 0.8180153789820579 
1985 2202 7271 3671.0 8.90 11.30 39.56 16.02 5.17 0.20 3.55 13.13 35.99 56.77 3217.0 2761.0 3065.0 -448.0 8682.0 754.0 2785.0 1174.1925007111076 3.947 13333.192500711108 0.610765287440498 
1990 5891 13409 1757.0 16.41 11.32 39.64 16.06 5.18 0.08 3.32 20.42 35.99 56.73 3217.0 2761.0 3063.0 -772.0 8356.0 928.0 2786.0 3449.1925007111076 -0.369 15448.192500711108 0.8692786525082389 
1989 2390 11761 3074.0 14.39 11.32 39.62 16.05 5.18 0.11 3.36 18.45 35.99 56.74 3217.0 2761.0 3064.0 -704.0 8424.0 868.0 2785.0 2349.1925007111076 0.789 14361.192500711108 0.7986085682900037 
1990 2756 11303 1936.0 13.83 11.32 39.64 16.06 5.18 0.08 3.38 17.90 35.99 56.73 3217.0 2761.0 3063.0 -684.0 8444.0 858.0 2786.0 2292.1925007111076 1.110 14310.192500711108 0.7792017575979494 
1990 2373 5363 3123.0 6.56 11.32 39.64 16.03 5.17 0.11 3.67 10.93 35.99 56.76 3217.0 2761.0 3065.0 -318.0 8812.0 707.0 2785.0 716.1925007111076 5.277 12955.192500711108 0.5346027096301721 
1989 2417 9732 2990.0 11.91 11.32 39.62 16.05 5.18 0.10 3.44 16.04 35.99 56.73 3217.0 2761.0 3063.0 -603.0 8525.0 817.0 2786.0 1836.1925007111076 2.215 13899.192500711108 0.7132918344928598 
1989 5888 8823 1761.0 10.80 11.32 39.62 16.07 5.19 0.08 3.48 14.96 35.99 56.71 3217.0 2761.0 3062.0 -550.0 8577.0 813.0 2787.0 2280.1925007111076 2.857 14386.192500711108 0.6752105455876969 
1988 2254 14204 3499.0 17.38 11.32 39.60 16.01 5.16 0.16 3.28 21.36 35.99 56.78 3217.0 2761.0 3066.0 -801.0 8330.0 928.0 2785.0 2948.1925007111076 -0.931 14928.192500711108 0.9022336140607836 
1985 2415 12666 3010.0 15.50 11.30 39.56 16.11 5.20 0.11 3.35 19.51 35.99 56.65 3217.0 2761.0 3059.0 -740.0 8384.0 891.0 2787.0 2583.1925007111076 0.176 14580.192500711108 0.8370560234346395 
1966 1946 10892 4531.0 13.33 11.22 39.27 15.96 5.15 0.55 3.37 17.32 35.99 56.78 3217.0 2761.0 3066.0 -659.0 8472.0 843.0 2783.0 2054.1925007111076 1.441 14094.192500711108 0.757597949469059 
1985 2184 11716 3726.0 14.34 11.30 39.56 16.00 5.16 0.22 3.35 18.38 35.99 56.78 3217.0 2761.0 3066.0 -702.0 8429.0 865.0 2784.0 2303.1925007111076 0.822 14319.192500711108 0.7956792383742219 
1990 5822 14404 1757.0 17.63 11.32 39.64 16.06 5.18 0.08 3.29 21.61 35.99 56.73 3217.0 2761.0 3063.0 -808.0 8320.0 953.0 2786.0 3689.1925007111076 -1.068 15677.192500711108 0.9117539362870744 
1989 5757 10511 1761.0 12.86 11.32 39.62 16.07 5.19 0.08 3.41 16.96 35.99 56.71 3217.0 2761.0 3062.0 -644.0 8482.0 855.0 2786.0 2684.1925007111076 1.672 14736.192500711108 0.745880629805932 
1985 3272 11568 1775.0 14.16 11.30 39.56 16.13 5.20 0.09 3.39 18.20 35.99 56.62 3217.0 2761.0 3058.0 -693.0 8429.0 868.0 2787.0 2459.1925007111076 0.950 14472.192500711108 0.7905529110216039 
1989 5506 14857 1761.0 18.18 11.32 39.62 16.07 5.19 0.08 3.28 22.15 35.99 56.71 3217.0 2761.0 3062.0 -823.0 8304.0 962.0 2786.0 3741.1925007111076 -1.380 15722.192500711108 0.9311607469791285 
1989 2698 10457 2119.0 12.80 11.32 39.62 16.07 5.18 0.08 3.41 16.89 35.99 56.71 3217.0 2761.0 3062.0 -642.0 8485.0 837.0 2787.0 2067.1925007111076 1.710 14107.192500711108 0.7433174661296229 
1989 5849 14808 1761.0 18.12 11.32 39.62 16.07 5.19 0.08 3.28 22.09 35.99 56.71 3217.0 2761.0 3062.0 -821.0 8305.0 963.0 2786.0 3797.1925007111076 -1.346 15780.192500711108 0.9289637495422923 
1669 1249 10235 7731.0 12.53 9.80 34.30 15.26 4.92 6.21 3.42 15.37 35.99 56.77 3217.0 2761.0 3065.0 -552.0 8575.0 817.0 2764.0 1767.1925007111076 2.587 13879.192500711108 0.688026363969242 
1669 1249 12476 7731.0 15.27 9.80 34.30 15.26 4.92 6.21 3.33 18.03 35.99 56.77 3217.0 2761.0 3065.0 -657.0 8470.0 873.0 2763.0 2338.1925007111076 1.014 14400.192500711108 0.7821310875137313 
1989 2745 12072 1973.0 14.77 11.32 39.62 16.07 5.18 0.08 3.36 18.82 35.99 56.71 3217.0 2761.0 3062.0 -717.0 8410.0 878.0 2786.0 2486.1925007111076 0.575 14490.192500711108 0.8121567191504944 
1314 1566 5331 7991.0 6.52 7.94 27.78 21.01 6.78 6.98 5.91 8.14 35.99 48.42 3217.0 2761.0 2614.0 -4.0 8667.0 689.0 2923.0 565.1925007111076 8.166 12801.192500711108 0.5144635664591725 
1988 5260 10945 1764.0 13.40 11.32 39.60 16.09 5.19 0.08 3.40 17.47 35.99 56.68 3217.0 2761.0 3061.0 -665.0 8460.0 863.0 2787.0 2696.1925007111076 1.372 14735.192500711108 0.7641889417795679 
1987 2302 5538 3354.0 6.78 11.31 39.59 16.05 5.18 0.14 3.67 11.12 35.99 56.73 3217.0 2761.0 3063.0 -328.0 8800.0 711.0 2787.0 749.1925007111076 5.165 12983.192500711108 0.5415598681801538 
1985 5055 13401 1775.0 16.40 11.30 39.56 16.13 5.20 0.09 3.34 20.38 35.99 56.62 3217.0 2761.0 3058.0 -769.0 8354.0 923.0 2788.0 3280.1925007111076 -0.337 15274.192500711108 0.8685463200292933 
1989 5798 12304 1761.0 15.06 11.32 39.62 16.07 5.19 0.08 3.35 19.09 35.99 56.71 3217.0 2761.0 3062.0 -727.0 8400.0 900.0 2787.0 3149.1925007111076 0.413 15165.192500711108 0.8216770413767851 
1989 2639 10413 2302.0 12.74 11.32 39.62 16.07 5.18 0.09 3.42 16.84 35.99 56.71 3217.0 2761.0 3062.0 -639.0 8488.0 835.0 2787.0 2046.1925007111076 1.740 14088.192500711108 0.7418528011717319 
1989 2460 13014 2857.0 15.93 11.32 39.62 16.06 5.18 0.10 3.33 19.94 35.99 56.72 3217.0 2761.0 3063.0 -756.0 8372.0 900.0 2787.0 2679.1925007111076 -0.088 14672.192500711108 0.852068839253021 
1989 2514 8613 2689.0 10.54 11.32 39.62 16.07 5.18 0.09 3.49 14.72 35.99 56.71 3217.0 2761.0 3063.0 -537.0 8591.0 790.0 2786.0 1568.1925007111076 3.004 13668.192500711108 0.6667887220798243 
1196 1403 5331 8909.0 6.52 7.32 25.61 20.21 6.52 9.96 5.93 7.80 35.99 49.04 3217.0 2761.0 2648.0 16.0 8720.0 686.0 2901.0 537.1925007111076 8.372 12805.192500711108 0.5027462467960454 
1313 1575 5328 7966.0 6.52 7.93 27.76 21.10 6.81 6.92 5.94 8.13 35.99 48.31 3217.0 2761.0 2608.0 -2.0 8663.0 689.0 2925.0 566.1925007111076 8.187 12800.192500711108 0.5151958989381179 
1988 2863 13725 1764.0 16.80 11.32 39.60 16.09 5.19 0.08 3.32 20.79 35.99 56.68 3217.0 2761.0 3061.0 -783.0 8343.0 920.0 2787.0 2928.1925007111076 -0.580 14907.192500711108 0.8828268033687294 
1985 2611 12539 2403.0 15.35 11.30 39.56 16.13 5.20 0.09 3.36 19.35 35.99 56.62 3217.0 2761.0 3058.0 -735.0 8388.0 888.0 2788.0 2582.1925007111076 0.268 14578.192500711108 0.8315635298425486 
1989 2927 5590 1761.0 6.84 11.32 39.62 16.07 5.19 0.08 3.67 11.19 35.99 56.71 3217.0 2761.0 3062.0 -332.0 8795.0 716.0 2787.0 869.1925007111076 5.128 13096.192500711108 0.5441230318564628 
1989 2612 5430 2386.0 6.65 11.32 39.62 16.07 5.18 0.09 3.68 11.01 35.99 56.71 3217.0 2761.0 3062.0 -321.0 8806.0 710.0 2787.0 773.1925007111076 5.240 13008.192500711108 0.5378982057854266 
1181 1557 5328 8484.0 6.52 7.24 25.33 21.80 7.03 8.65 6.43 7.71 35.99 47.00 3217.0 2761.0 2538.0 54.0 8648.0 686.0 2944.0 561.1925007111076 8.714 12798.192500711108 0.517759062614427 
1992 5357 14998 1750.0 18.36 11.33 39.67 16.03 5.17 0.08 3.27 22.33 35.99 56.77 3217.0 2761.0 3065.0 -829.0 8301.0 965.0 2786.0 3747.1925007111076 -1.495 15728.192500711108 0.9373855730501648 
1181 1557 5328 8484.0 6.52 7.24 25.33 21.80 7.03 8.65 6.43 7.71 35.99 47.00 3217.0 2761.0 2538.0 54.0 8648.0 686.0 2944.0 561.1925007111076 8.714 12798.192500711108 0.517759062614427 
1992 5952 14932 1750.0 18.27 11.33 39.67 16.03 5.17 0.08 3.27 22.25 35.99 56.77 3217.0 2761.0 3065.0 -827.0 8303.0 967.0 2785.0 3849.1925007111076 -1.449 15833.192500711108 0.934456243134383 
1336 969 5331 9764.0 6.52 8.05 28.18 14.44 4.66 13.16 4.11 8.57 35.99 56.71 3217.0 2761.0 3062.0 -147.0 8973.0 686.0 2741.0 468.19250071110764 6.882 12833.192500711108 0.46429879165140975 
1336 1441 5331 8301.0 6.52 8.05 28.18 19.67 6.35 7.92 5.48 8.25 35.99 50.16 3217.0 2761.0 2709.0 -39.0 8727.0 689.0 2886.0 545.1925007111076 7.851 12806.192500711108 0.5027462467960454 
1990 4302 14171 1757.0 17.34 11.32 39.64 16.06 5.18 0.08 3.30 21.33 35.99 56.73 3217.0 2761.0 3063.0 -800.0 8328.0 939.0 2786.0 3327.1925007111076 -0.904 15309.192500711108 0.9018674478213109 
1990 5384 13713 1757.0 16.78 11.32 39.64 16.06 5.18 0.08 3.31 20.78 35.99 56.73 3217.0 2761.0 3063.0 -783.0 8345.0 933.0 2786.0 3426.1925007111076 -0.582 15419.192500711108 0.882094470889784 
1931 1775 8429 5183.0 10.32 11.06 38.72 15.91 5.13 1.15 3.48 14.27 35.99 56.75 3217.0 2761.0 3065.0 -511.0 8618.0 780.0 2782.0 1398.1925007111076 3.251 13523.192500711108 0.6499450750640792 
1912 1705 14963 5467.0 18.31 10.98 38.42 15.85 5.11 1.52 3.23 21.96 35.99 56.78 3217.0 2761.0 3066.0 -809.0 8321.0 943.0 2780.0 3050.1925007111076 -1.300 15040.192500711108 0.9223727572317834 
1928 1778 5880 5184.0 7.20 11.05 38.67 15.95 5.15 1.15 3.64 11.29 35.99 56.69 3217.0 2761.0 3061.0 -337.0 8789.0 716.0 2783.0 749.1925007111076 5.057 12982.192500711108 0.5466861955327719 
1988 5642 12127 1764.0 14.84 11.32 39.60 16.09 5.19 0.08 3.36 18.88 35.99 56.68 3217.0 2761.0 3061.0 -719.0 8407.0 895.0 2787.0 3073.1925007111076 0.542 15091.192500711108 0.8143537165873306 
1737 1344 12698 7198.0 15.54 10.14 35.51 15.46 4.99 4.81 3.31 18.55 35.99 56.73 3217.0 2761.0 3064.0 -683.0 8443.0 881.0 2769.0 2411.1925007111076 0.697 14458.192500711108 0.8004393994873673 
1464 1065 5780 9019.0 7.07 8.73 30.54 14.89 4.80 10.35 3.91 9.45 35.99 56.56 3217.0 2761.0 3054.0 -210.0 8904.0 701.0 2754.0 599.1925007111076 6.265 12920.192500711108 0.48919809593555474 
1992 5986 14826 1750.0 18.15 11.33 39.67 16.03 5.17 0.08 3.27 22.12 35.99 56.77 3217.0 2761.0 3065.0 -824.0 8307.0 964.0 2786.0 3829.1925007111076 -1.374 15815.192500711108 0.9296960820212377 
1912 1705 11652 5467.0 14.26 10.98 38.42 15.85 5.11 1.52 3.33 18.00 35.99 56.78 3217.0 2761.0 3066.0 -681.0 8449.0 860.0 2781.0 2207.1925007111076 1.025 14243.192500711108 0.781032588795313 
1929 1797 9644 5122.0 11.80 11.05 38.69 16.01 5.16 1.08 3.45 15.69 35.99 56.62 3217.0 2761.0 3058.0 -581.0 8540.0 810.0 2784.0 1711.1925007111076 2.421 13789.192500711108 0.7008421823507873 
1988 4498 13415 1764.0 16.42 11.32 39.60 16.09 5.19 0.08 3.33 20.41 35.99 56.68 3217.0 2761.0 3061.0 -771.0 8355.0 921.0 2788.0 3174.1925007111076 -0.363 15167.192500711108 0.8692786525082389 
1503 1084 5399 8823.0 6.61 8.93 31.26 14.86 4.79 9.66 3.87 9.16 35.99 56.72 3217.0 2761.0 3063.0 -196.0 8927.0 692.0 2753.0 506.19250071110764 6.409 12839.192500711108 0.477114610032955 
1930 1817 9053 5057.0 11.08 11.06 38.70 16.07 5.18 1.01 3.49 14.99 35.99 56.55 3217.0 2761.0 3054.0 -546.0 8572.0 796.0 2787.0 1564.1925007111076 2.845 13663.192500711108 0.6766752105455878 
1912 1705 6191 5467.0 7.58 10.98 38.42 15.85 5.11 1.52 3.60 11.59 35.99 56.78 3217.0 2761.0 3066.0 -356.0 8774.0 723.0 2781.0 816.1925007111076 4.861 13040.192500711108 0.5562065177590626 
1909 1705 9292 5477.0 11.37 10.96 38.37 15.88 5.12 1.53 3.44 15.20 35.99 56.73 3217.0 2761.0 3063.0 -558.0 8569.0 801.0 2781.0 1606.1925007111076 2.697 13703.192500711108 0.6825338703771513 
1990 2515 9805 2683.0 12.00 11.32 39.64 16.05 5.18 0.09 3.43 16.13 35.99 56.73 3217.0 2761.0 3064.0 -607.0 8521.0 819.0 2785.0 1870.1925007111076 2.161 13928.192500711108 0.7162211644086415 
1912 1705 7335 5467.0 8.98 10.98 38.42 15.85 5.11 1.52 3.53 12.92 35.99 56.78 3217.0 2761.0 3066.0 -435.0 8695.0 752.0 2781.0 1107.1925007111076 4.057 13281.192500711108 0.6023434639326254 
1520 1557 5331 7298.0 6.52 9.02 31.57 19.15 6.18 5.05 5.03 8.94 35.99 51.42 3217.0 2761.0 2777.0 -108.0 8728.0 693.0 2871.0 567.1925007111076 7.200 12813.192500711108 0.5115342365433907 
1737 1344 13819 7198.0 16.91 10.14 35.51 15.46 4.99 4.81 3.27 19.89 35.99 56.73 3217.0 2761.0 3064.0 -727.0 8399.0 909.0 2769.0 2696.1925007111076 -0.090 14727.192500711108 0.848041010618821 
1990 2458 6591 2859.0 8.07 11.32 39.64 16.05 5.18 0.10 3.59 12.35 35.99 56.74 3217.0 2761.0 3064.0 -403.0 8726.0 739.0 2786.0 1043.1925007111076 4.417 13228.192500711108 0.5836689857195166 
1983 2572 10467 2531.0 12.81 11.29 39.53 16.16 5.21 0.09 3.44 16.88 35.99 56.58 3217.0 2761.0 3056.0 -639.0 8481.0 836.0 2788.0 2049.1925007111076 1.733 14087.192500711108 0.7440497986085683 
1988 2496 11670 2749.0 14.28 11.32 39.60 16.08 5.19 0.09 3.37 18.33 35.99 56.69 3217.0 2761.0 3062.0 -699.0 8427.0 866.0 2787.0 2342.1925007111076 0.861 14356.192500711108 0.7945807396558038 
1907 1713 13922 5459.0 17.04 10.95 38.34 15.94 5.14 1.51 3.29 20.69 35.99 56.65 3217.0 2761.0 3059.0 -770.0 8353.0 917.0 2782.0 2786.1925007111076 -0.539 14784.192500711108 0.8780666422555841 
1370 1373 5329 8393.0 6.52 8.23 28.81 18.76 6.05 8.21 5.15 8.40 35.99 51.42 3217.0 2761.0 2777.0 -69.0 8766.0 689.0 2860.0 533.1925007111076 7.580 12807.192500711108 0.4961552544855365 
1912 1705 5550 5467.0 6.79 10.98 38.42 15.85 5.11 1.52 3.65 10.85 35.99 56.78 3217.0 2761.0 3066.0 -311.0 8819.0 707.0 2781.0 653.1925007111076 5.311 12906.192500711108 0.5309410472354449 
1990 4874 10743 1757.0 13.15 11.32 39.64 16.06 5.18 0.08 3.40 17.24 35.99 56.73 3217.0 2761.0 3063.0 -657.0 8471.0 856.0 2786.0 2568.1925007111076 1.504 14610.192500711108 0.7557671182716953 
1988 5969 9271 1764.0 11.35 11.32 39.60 16.09 5.19 0.08 3.47 15.49 35.99 56.68 3217.0 2761.0 3061.0 -576.0 8550.0 825.0 2787.0 2411.1925007111076 2.548 14502.192500711108 0.6942511900402784 
1930 1775 7799 5187.0 9.54 11.06 38.70 15.92 5.13 1.16 3.51 13.53 35.99 56.74 3217.0 2761.0 3064.0 -470.0 8658.0 764.0 2781.0 1237.1925007111076 3.698 13385.192500711108 0.6239472720615159 
1990 5355 6909 1757.0 8.46 11.32 39.64 16.06 5.18 0.08 3.58 12.72 35.99 56.73 3217.0 2761.0 3063.0 -424.0 8704.0 762.0 2787.0 1687.1925007111076 4.196 13869.192500711108 0.5968509703405347 
1912 1705 6468 5467.0 7.92 10.98 38.42 15.85 5.11 1.52 3.58 11.91 35.99 56.78 3217.0 2761.0 3066.0 -375.0 8755.0 730.0 2781.0 887.1925007111076 4.666 13099.192500711108 0.5671915049432442 
1907 1762 7661 5308.0 9.38 10.95 38.34 16.13 5.20 1.31 3.60 13.27 35.99 56.40 3217.0 2761.0 3046.0 -449.0 8660.0 760.0 2788.0 1199.1925007111076 3.895 13352.192500711108 0.6177224459904798 
1729 1330 5530 7270.0 6.77 10.10 35.37 15.43 4.98 4.98 3.70 10.14 35.99 56.75 3217.0 2761.0 3065.0 -264.0 8862.0 701.0 2769.0 583.1925007111076 5.747 12869.192500711108 0.5067740754302453 
1990 5175 14932 1757.0 18.27 11.32 39.64 16.06 5.18 0.08 3.28 22.24 35.99 56.73 3217.0 2761.0 3063.0 -826.0 8302.0 962.0 2786.0 3694.1925007111076 -1.438 15673.192500711108 0.934456243134383 
1990 5054 5454 1757.0 6.67 11.32 39.64 16.06 5.18 0.08 3.67 11.04 35.99 56.73 3217.0 2761.0 3063.0 -323.0 8805.0 724.0 2785.0 1257.1925007111076 5.218 13500.192500711108 0.538630538264372 
1367 984 5422 9609.0 6.64 8.22 28.75 14.47 4.67 12.55 4.04 8.76 35.99 56.76 3217.0 2761.0 3065.0 -162.0 8961.0 689.0 2744.0 494.19250071110764 6.731 12852.192500711108 0.46869278652508245 
1990 2515 9912 2683.0 12.13 11.32 39.64 16.05 5.18 0.09 3.43 16.25 35.99 56.73 3217.0 2761.0 3064.0 -613.0 8515.0 822.0 2786.0 1898.1925007111076 2.086 13954.192500711108 0.7206151592823142 
