4.534093932,200679,3.028968446,152942,0.855292302,151431,5.983766608,177486,2.699195632,155896,0.78271779,150444
4.541093932,200249,3.085595016,152609,0.859101392,151283,6.02633666,177225,2.699195632,155896,0.782803244,149519
4.596745268,195241,3.08662167,152767,0.85946321,151281,6.090954832,176745,2.728422258,154716,0.782803244,149519
4.759606228,194849,3.105648323,152535,0.873830474,151193,6.340688516,176415,2.731862252,154711,0.78433597,149320
4.760676812,185098,3.166981563,152277,0.879895926,151113,6.806583704,176288,2.743888906,154557,0.785059606,149316
4.889199808,182043,3.219581479,152163,0.890559556,150874,6.886926988,175409,2.762262196,153603,0.789677786,149107
5.052514244,181746,3.260594736,152158,0.89264501,150838,6.886926988,175409,2.773408861,153573,0.790125058,149037
5.238028668,181634,3.27503473,151993,0.894710462,149982,7.089974044,175158,2.831915419,153388,0.791486876,149010
5.309611548,180312,3.286261356,151914,0.900861368,149899,7.291209324,174953,2.85528871,152469,0.79338142,148958
5.336146308,179711,3.351687954,151876,0.90230864,149878,7.327755848,174934,2.937408581,152358,0.795466874,148884
5.400645776,179090,3.383141205,151684,0.911524998,149804,7.712720556,174654,2.946581899,152330,0.80161778,148846
5.506355932,178901,3.471554406,151470,0.935786806,149615,8.091824304,174373,2.949581899,152146,0.805874142,148634
5.606660732,178484,3.473341037,151417,0.940128622,149579,8.209659608,174346,2.987861832,152090,0.809577776,148435
5.75561474,177839,3.483434394,151357,0.955601342,149477,8.209659608,174346,2.996595156,152001,0.809577776,148435
5.93772168,177285,3.529180975,151235,0.962621344,149417,8.441720556,174035,3.051688374,151413,0.810577776,148337
6.205373016,176934,3.54070093,151184,0.964430434,149408,8.447184732,174294,3.155714887,151164,0.811386866,148323
6.576907776,176788,3.56395421,151043,0.96443588,149284,8.576592216,173959,3.183714887,151165,0.814557774,148223
6.71459334,176702,3.586100874,151032,0.989310422,149245,8.757183668,173822,3.216194792,151103,0.816814136,148204
6.73578582,176005,3.632727444,150844,0.989461328,149078,8.930174032,173781,3.22936811,151047,0.817623226,148148
